image_id_1,object_id_1,image_id_2,object_id_2,distance,occlusion,raw_distance,raw_occlusion
0007f2c4f2fe93de,0,061b7b09bf4ddff6,0,-1,0,"0,1,2","0,0,0"
00082426f9139dd0,0,ae18d60d064ebf8f,0,2,0,"1,2,2","0,0,0"
000863c0502eca7e,0,afea76e06fe38d8f,0,2,0,"2,2,2","0,0,0"
00094c35396d19b7,0,3621f363074f7286,0,1,0,"1,1,0","0,0,0"
000955c23be5bb09,0,927b75aced7b5de8,0,2,0,"2,2,2","0,0,0"
00096d55fb575b59,0,d39ed0029f25d35a,0,1,0,"1,1,1","0,0,0"
0009b944c93c0905,0,ee90cecf473bf746,0,1,0,"1,1,1","0,0,0"
0009ffd4f02fadd0,0,2184cd8eae73918b,0,1,0,"1,1,1","0,0,0"
000aabd8888cfde7,0,4bcb140c198b8797,0,1,0,"1,1,0","0,0,0"
000ac34008b0ba4c,0,e38c249caa322514,0,2,0,"2,2,2","0,0,0"
000b299b5f5ed902,0,8bdff5350bbc10a2,0,2,0,"2,2,2","0,0,0"
000c2733a31e966a,0,9ceaf3c89655b386,0,2,0,"2,2,1","0,0,0"
000c7d5714d581fa,0,015f8288fd7d9211,0,2,0,"2,2,2","0,0,0"
000c9121b17ee0ff,0,417a87197ab50c99,0,-1,0,"2,1,0","0,0,0"
000d629b356e8d93,0,f5f47a5fd4678a74,0,1,0,"1,0,1","0,0,0"
000de2d23a112361,0,4200ae32529618a9,0,1,0,"1,1,1","0,0,0"
000e24ef05a553f6,0,0a0a5cb609c10f09,0,1,0,"1,0,1","0,0,0"
000e641b8738da3c,0,185f8ebd08f88292,0,1,0,"1,0,1","0,0,0"
000f20ade1cb904e,0,8a6504cf64fd698f,0,-1,0,"0,2,1","0,0,0"
000f323bfc539555,0,4afee84ad13380a9,0,2,0,"2,2,2","0,0,0"
000f52302c1341eb,0,fc4df7e4415fdb59,0,1,0,"1,1,1","0,0,0"
000fbfa6ec5b6457,0,2fd83a1595249571,0,1,0,"1,1,1","0,0,0"
0011771eb5ee25b0,0,cdc2750fa087c4c5,0,2,0,"0,2,2","0,0,0"
0012be9df7738873,0,9818bb9ac5f08bc6,0,1,0,"1,1,1","0,0,0"
00133d0c06c0a0da,0,06e7343d32f59f26,0,-1,0,"0,1,2","0,0,0"
001379b4a448497d,0,4534c34d793651d6,0,2,0,"2,2,2","0,0,0"
00138802843b53b2,0,826a7722b26f7a2f,0,1,0,"1,1,1","0,0,0"
001461e5869be249,0,abb7f4faba5b10ce,0,2,0,"2,2,2","0,0,0"
0014b1cfb41ba93f,0,0d460fae03338c80,0,1,0,"1,1,1","0,0,0"
00151a35e5fe4d4b,0,682016caea652ba0,0,1,0,"1,1,1","0,0,0"
001689dd1b8baed3,0,ef0e3846723a238b,0,2,0,"2,1,2","0,0,0"
0016b2bc02233973,0,94f35b024bfb8616,0,2,0,"2,2,2","0,0,0"
0016cc136fbb2bf6,0,9aa1a3677c160c29,0,1,0,"1,1,1","0,0,0"
001769590a1372a8,0,2de45f0662533a9f,0,-1,0,"1,0,2","0,0,0"
00176fd528a8b184,0,2e4d62654473bae9,0,1,0,"1,1,1","0,0,0"
0017fb9fb1d3e7be,0,14c08944524d8006,0,1,0,"1,1,1","0,0,0"
00182e06281874be,0,0f37c57b5664347f,0,2,0,"2,2,2","0,0,0"
0018315425ea8a20,0,b5449dec8c994dbb,0,1,0,"1,2,1","0,0,0"
00183ffcbb139a63,0,ba642b90dce74438,0,2,0,"2,2,2","0,0,0"
0018645944496abb,0,1a32579e362b34e1,0,2,0,"2,2,2","0,0,0"
0018a154b41bed1a,0,17f552e4571a8625,0,2,0,"2,1,2","0,0,0"
0018b33931a6796e,0,10ddbb6818cb7628,0,1,0,"1,1,1","0,0,0"
0018b51b5de7af57,0,c36bcf56f39f0444,0,2,0,"0,2,2","0,0,0"
0018de8db0acc865,0,c6a07cdce89542b0,0,1,0,"1,1,1","0,0,0"
001967ed6eb52829,0,40072b2273b98c5d,0,1,0,"1,1,1","0,0,0"
001a145587c08eb4,0,3a84b8fca4dc5491,0,1,0,"1,1,0","0,0,0"
001a668bcd9d4e7b,0,bf18a61ec6283aa3,0,1,0,"1,1,1","0,0,0"
001ac70b6184abed,0,1d898b7a56aef6cd,0,1,0,"0,1,1","0,0,0"
001b943a9691fcc3,0,a0f6d2dbb242f369,0,1,0,"1,1,1","0,0,0"
001bebecea382500,0,054c27db8e7f5b36,0,1,0,"1,1,2","0,0,0"
001c01a7ef86c2fc,0,9f21640ffd26aed6,0,-1,0,"1,0,2","0,0,0"
001c84cacc395ecd,0,5de7ff7750d92a17,0,1,0,"1,1,1","0,0,0"
001c89242ad9886e,0,7b024c653c7a7650,0,1,0,"1,1,1","0,0,0"
001ca039e68c81ac,0,ed23e3c03d8ac701,0,1,0,"1,2,1","0,0,0"
001db33df550ff8a,0,3cebdfe9c4b05569,0,2,0,"1,2,2","0,0,0"
001dd38ea0a315cc,0,e3511cce3cdc5249,0,1,0,"1,1,1","0,0,0"
001dfa5785fa95d2,0,fea533b131d8f068,0,1,0,"1,1,1","0,0,0"
001e1cf3abbee3cd,0,af0409cf19002a2a,0,1,0,"1,1,1","0,0,0"
001e341dd7456c72,0,832080ab5e7fe0c9,0,2,0,"2,2,2","0,0,0"
001e438a8dbf3a0b,0,bd3486e023388e2e,0,2,0,"2,2,2","0,0,0"
0020ca4d32839638,0,6a047108714e3fea,0,2,0,"2,2,0","0,0,0"
0020cf51ad075fd3,0,3c7aeb68ead1ac81,0,1,0,"1,1,1","0,0,0"
0021334e7849b4dc,0,39f7ca437e0b39b4,0,1,0,"1,1,1","0,0,0"
00218a0d782565dc,0,7845bcad6fe27c6a,0,2,0,"2,2,2","0,0,0"
0021c515128a6b1b,0,70d5d2d646d3dc1a,0,1,0,"1,1,1","0,0,0"
0022449a9546b5c1,0,2381a8f4969102d5,0,0,0,"0,0,2","0,0,0"
0022aa7327636c98,0,4fcea803f2889e50,0,1,0,"1,1,1","0,0,0"
00241c8907a0c8fd,0,cd999d202d855264,0,1,0,"1,1,1","0,0,0"
0024312d6ddca5b9,0,8bc308e10dc662a0,0,1,0,"1,1,2","0,0,0"
0024552dc2d53d2b,0,1498d8e3645a2d50,0,2,0,"2,2,2","0,0,0"
0025b6ef3d4dfd91,0,9006ebafec6b85d3,0,2,0,"2,2,2","0,0,0"
002712412f6bce34,0,ffafc4350988d4e7,0,1,0,"1,1,1","0,0,0"
00271882dd097d1c,0,1a2e5003a9814770,0,1,0,"1,1,1","0,0,0"
00274a1dc0fd7e4d,0,26105d77683e7737,0,1,0,"1,1,1","0,0,0"
002790511b9920a5,0,cfc6e0b99b1d01b6,0,2,0,"2,2,1","0,0,0"
0028d8db5f3295dd,0,5fcdacd721ef7649,0,0,0,"0,0,1","0,0,0"
002901902b4f8fb6,0,9af0d0ed32cad31a,0,1,0,"1,1,1","0,0,0"
00292e0d42736aab,0,75b3cc128d1cfbc5,0,2,0,"2,2,1","0,0,0"
002936f5cb3748b0,0,9c829c004013330b,0,2,0,"2,2,2","0,0,0"
002944148039e1d8,0,20f281412ddbd1de,0,2,0,"2,2,2","0,0,0"
002a76b153f80cde,0,b9a7ea2cf4be52c1,0,2,0,"2,2,2","0,0,0"
002b4d2ccc95819d,0,1bd705ed6c928913,0,2,0,"2,2,2","0,0,0"
002b975872ef7c99,0,676ca5fc6fbb9438,0,1,0,"1,1,1","0,0,0"
002ba4f82a66d082,0,3ea5977f8aafdf61,0,0,0,"0,0,0","0,0,0"
002bf2fbe7a55727,0,697fd4492e3b9082,0,-1,0,"0,2,1","0,0,0"
002c1766a931beef,0,780c8484f9a413fe,0,1,0,"1,1,1","0,0,0"
002c2d9952ea0b75,0,68f523c490a31410,0,1,0,"1,1,1","0,0,0"
002d1b6fd06ba116,0,2dcf14e80701f0de,0,2,0,"0,2,2","0,0,0"
002dc3132ae9aa71,0,e89260f6ff5dd7d7,0,2,0,"2,2,2","0,0,0"
002dcd8640e53bb8,0,a3afaa88727bda6f,0,1,0,"1,1,1","0,0,0"
002e09ea8fe54710,0,ccf220d7818fdac9,0,1,0,"1,1,1","0,0,0"
002f269e98e55152,0,6313c11e12e5c3e0,0,2,0,"2,2,2","0,0,0"
002f8a3e1c920a88,0,c314a492074c069b,0,2,0,"2,2,1","0,0,0"
002fbe3379025cf1,0,cd4c9e561ed52d70,0,2,0,"2,2,2","0,0,0"
002fec69c5182e22,0,7e0ecfe7e519a36c,0,1,0,"1,1,1","0,0,0"
003013130deeae15,0,87c8381ecb180928,0,2,0,"2,2,2","0,0,0"
00302733f5a73827,0,218a02ee5352a55a,0,2,0,"2,2,2","0,0,0"
00302a48435fdb2a,0,a519e3f9e5f6c9d1,0,1,0,"1,1,1","0,0,0"
0030b2710519aced,0,f899c76ed36063d3,0,1,0,"1,1,2","0,0,0"
0030c6d70fd0fbe2,0,3901ed149ad0877b,0,1,0,"1,1,1","0,0,0"
0030eb25a4d98400,0,673533850e36d6c4,0,1,0,"1,1,1","0,0,0"
0031e1e891e56484,0,6eb8698be88e0796,0,2,0,"2,2,2","0,0,0"
00338b040e3105c9,0,07f9c99bbd3e379e,0,2,0,"2,2,1","0,0,0"
0034b9e05a656c08,0,4cdc2b286948a625,0,1,0,"1,2,1","0,0,0"
0034c8698cc86426,0,51e64bbd7c77ffb7,0,2,0,"0,2,2","0,0,0"
00359729d7b4728f,0,1f5e460f07a416aa,0,1,0,"1,2,1","0,0,0"
0036202f45b23144,0,1e5c86177ffef722,0,1,0,"1,1,1","0,0,0"
003620c94aa4e65d,0,73d95e1b1d4e0b44,0,2,0,"2,2,2","0,0,0"
003625aa13283040,0,5312e8dabd0f5346,0,1,0,"1,1,0","0,0,0"
00368472ad681ede,0,8d7da25299b0cf8b,0,1,0,"1,1,1","0,0,0"
00378f292c6e93a0,0,949dfbd7c638c3bc,0,1,0,"1,1,1","0,0,0"
0038be16542a0e79,0,3d6d93207cc04a51,0,1,0,"1,1,1","0,0,0"
0039289de960d1a2,0,4bd0176538002f6a,0,1,0,"2,1,1","0,0,0"
003a5092ce4cb79d,0,16521306bfd13545,0,2,0,"2,2,2","0,0,0"
003b80fc0494a9f4,0,59de69c8213320c3,0,1,0,"1,1,1","0,0,0"
003cabf44cf6119f,0,11535dc005b6557a,0,1,0,"2,1,1","0,0,0"
003d07495a8c2a83,0,8ef90e954efc928a,0,1,0,"1,1,1","0,0,0"
003d2d80835532a9,0,2e92532b4197395a,0,2,0,"2,2,2","0,0,0"
003d591085715ec7,0,019115d248750748,0,0,0,"2,0,0","0,0,0"
003e0b60956849ad,0,dfe0e1b3135c5ce0,0,1,0,"1,1,1","0,0,0"
003e98e47432d47e,0,5984344edca996de,0,1,0,"1,1,2","0,0,0"
003ea37af7538c3c,0,fc4d9421680e9fa0,0,-1,0,"2,0,1","0,0,0"
00406d1a5405c5a6,0,29fa14feaa3cfe44,0,1,0,"1,1,1","0,0,0"
0040aa9c1660068e,0,f9c45aa87cf2c6ed,0,1,0,"2,1,1","0,0,0"
00418bdb1a4e3f6f,0,bc3c2884d45f2143,0,2,0,"2,0,2","0,0,0"
004264f34571559a,0,298d207118136c34,0,2,0,"2,2,2","0,0,0"
00434ac4363ba7bd,0,3bbe77ae4bb3d9d8,0,2,0,"2,2,2","0,0,0"
0043a38336ed83d5,0,c1960f094066ad7d,0,1,0,"1,2,1","0,0,0"
0043ee667cb084a7,0,c99c6176b156c99b,0,1,0,"2,1,1","0,0,0"
00441a36d9330d11,0,ed2f0b6b7a71f029,0,1,0,"1,1,1","0,0,0"
00451bc6a7d5615f,0,6f7af3ec9c21ef94,0,0,0,"1,0,0","0,0,0"
00452788a61ec3f0,0,306e17c1fae569c7,0,1,0,"1,1,1","0,0,0"
0045ac336e1f7cd8,0,7743e0a652eed0d4,0,0,0,"0,0,1","0,0,0"
0045c20d2d2042f2,0,1b133f6ad48dc39d,0,1,0,"1,1,1","0,0,0"
00461877b2219964,0,9fb76d7015248a76,0,1,0,"1,1,1","0,0,0"
0046a6c4e9185d79,0,75f879628e7fc1d0,0,2,0,"2,2,2","0,0,0"
0047586903f3af01,0,d528803d4051991c,0,2,0,"2,2,2","0,0,0"
00481dbc39318fb7,0,214b0adbf69e34fc,0,1,0,"1,1,1","0,0,0"
00486a6b84c31fd4,0,321d4e7604c4fa3f,0,1,0,"1,1,1","0,0,0"
004907203d47e92d,0,20cd554f083786a6,0,1,0,"1,1,1","0,0,0"
00491d22eabefacc,0,14ba78119b892444,0,1,0,"1,1,1","0,0,0"
00495c08e6ef8da9,0,f19b2ae9a1b9083c,0,0,0,"0,0,0","0,0,0"
00497a9bf3b6bcce,0,6ef717fb48c68ce4,0,1,0,"1,1,2","0,0,0"
004aad5d1768160f,0,373452c5198399a8,0,1,0,"1,1,1","0,0,0"
004b16d2ea45ce72,0,c6e95d79b8582499,0,2,0,"2,2,2","0,0,0"
004b17fcb6c4a9ce,0,62e597519af41de8,0,1,0,"1,1,1","0,0,0"
004c6b30cd3fda03,0,fdc2e3c86812db35,0,2,0,"2,2,2","0,0,0"
004c8a3190d4b164,0,b8a61090e4606588,0,1,0,"1,1,1","0,0,0"
004c9a7098a89bcc,0,aacbfaeba6632f40,0,1,0,"1,1,1","0,0,0"
004ca830f1157801,0,c659f5775eb104af,0,2,0,"2,2,2","0,0,0"
004cadbea9d5a4bc,0,ad3347e7012fd2b3,0,1,0,"0,1,1","0,0,0"
004cbbc0b7f26188,0,d96bc4211c26d981,0,2,0,"2,2,2","0,0,0"
004ccb5669b648ab,0,6d7f6955e48e357c,0,1,0,"2,1,1","0,0,0"
004ed0f30ff6c86e,0,38b0369d314cd7cc,0,1,0,"2,1,1","0,0,0"
004f4b4f5b0d4495,0,9a578dc038065894,0,1,0,"1,2,1","0,0,0"
004f7d004d2ea6df,0,1d0738edb3062af7,0,2,0,"2,0,2","0,0,0"
004fd1f0df55b7fa,0,33f50b3d07748b7d,0,1,0,"0,1,1","0,0,0"
00508897db37a372,0,06ee17e9a2a5c129,0,1,0,"2,1,1","0,0,0"
0050b77e75c4a559,0,71556683a1734a0d,0,1,0,"1,1,1","0,0,0"
0050e8dc77246dff,0,1a9a4c2b92b1d3b4,0,2,0,"2,2,1","0,0,0"
0052a65bce8c4058,0,5386fdf9ca06ca36,0,2,0,"2,2,2","0,0,0"
00531c07dadfcb1e,0,2a7c6647cdc899d3,0,2,0,"2,2,1","0,0,0"
0053a9e6ccb1b64e,0,134c6012a74e97b9,0,1,0,"2,1,1","0,0,0"
0053d7aebcf3903f,0,98cbe9cfb59e5653,0,1,0,"1,1,1","0,0,0"
0053f472bc37e550,0,88d333d5c20a3d16,0,1,0,"1,1,1","0,0,0"
00553edfe3f33cf5,0,9dd3d7757a5b9625,0,1,0,"1,1,1","0,0,0"
0055aa7b0e252e19,0,6f06e229934710fe,0,1,0,"1,2,1","0,0,0"
005628a6c56d970d,0,66eadc04c89ed4eb,0,1,0,"1,1,1","0,0,0"
0057580354958cc4,0,c7bf914378231b7a,0,1,0,"1,1,1","0,0,0"
0057bb2ae5b83f2e,0,e4736f383cd3c353,0,1,0,"1,1,1","0,0,0"
0057bb698a9c4508,0,05226fc9a274fbe7,0,1,0,"2,1,1","0,0,0"
005a3f88f881532d,0,010c9b83a304d624,0,1,0,"1,1,2","0,0,0"
005ab05dda76b513,0,a1eefeb098ff0069,0,1,0,"1,0,1","0,0,0"
005bb95d8bcc5288,0,fa016c1a8957a473,0,1,0,"1,1,1","0,0,0"
005c18e029c3ab32,0,d37cd14a5ab5d327,0,1,0,"1,2,1","0,0,0"
005c51526045a2a6,0,1270d88112ea8a13,0,1,0,"1,1,1","0,0,0"
005d87702641b296,0,b22fc679ea0e3d69,0,2,0,"2,2,1","0,0,0"
005e097401d86c4c,0,ac063fb62af81ff7,0,1,0,"1,1,1","0,0,0"
005f3d44cc25a8ab,0,518625a5c496f7f8,0,0,0,"0,1,0","0,0,0"
005f9567f94efa14,0,8480b04e97060996,0,1,0,"1,1,0","0,0,0"
00608a91ec4d82be,0,99ba5a212d51aa91,0,2,0,"2,2,2","0,0,0"
0061abb86f6f9797,0,d5e61ec14f7edcfd,0,2,0,"1,2,2","0,0,0"
0061dd442c6d9467,0,ef8d41d9c95b68af,0,2,0,"2,2,2","0,0,0"
00622487a4998b43,0,c4e0c239ed78e6fc,0,2,0,"2,2,0","0,0,0"
006263bca1810fa9,0,4a2ef2bd2cfe5d31,0,2,0,"2,2,2","0,0,0"
0062c6406c1db50e,0,ad7a4b548d1e0a7e,0,1,0,"1,1,1","0,0,0"
00634f464cb22693,0,cd74c97a675cafb4,0,2,0,"1,2,2","0,0,0"
00637ecc1675ee06,0,c1fa3e71958eb5f7,0,2,0,"2,2,2","0,0,0"
00649f3dc8744474,0,821c6cbe3e4f20ef,0,1,0,"1,0,1","0,0,0"
0065ddbbd1f83d6c,0,d3f7b8aefcaaaf3c,0,2,0,"2,2,2","0,0,0"
006635febdab1966,0,ea4626da1a1dadcc,0,1,0,"1,1,1","0,0,0"
00667ce75cd1b672,0,a9063237b9f8455d,0,2,0,"2,2,2","0,0,0"
0066a933a3f036bf,0,7dade60f69da9826,0,1,0,"1,1,1","0,0,0"
0066f65ffcd80268,0,6d68b97656ec953f,0,2,0,"2,1,2","0,0,0"
0066fd8db7bb7a2c,0,1c91aada5cb71035,0,1,0,"1,1,1","0,0,0"
0067c9a85da62d7d,0,8674d8a7e0ad334f,0,0,0,"0,0,0","0,0,0"
0068af751c04c281,0,ecb35e45b375337d,0,2,0,"2,2,2","0,0,0"
0068ed298071f786,0,0db52ebbbc878570,0,2,0,"2,2,2","0,0,0"
006b395e9329352f,0,6cd5846dfdc796c8,0,0,0,"0,0,0","0,0,0"
006ca0af2bb7bc15,0,83dbf154d0531ed1,0,2,0,"2,2,2","0,0,0"
006ca40a8117b879,0,780b16565867da8c,0,1,0,"1,2,1","0,0,0"
006d15237c957177,0,29b64a0f9588d757,0,1,0,"1,2,1","0,0,0"
006d26ecbc638890,0,f1b45baa3cd0b453,0,-1,0,"2,0,1","0,0,0"
006d2bf16cf2a4c9,0,cd57c018670399a0,0,1,0,"1,1,1","0,0,0"
006dc82ea453eddc,0,3f576b8ef18ce2e0,0,0,0,"0,0,2","0,0,0"
006e910bea677138,0,135c63c42fc9d149,0,2,0,"2,1,2","0,0,0"
006ec8a6697247b0,0,4624c4bdc5e24667,0,2,0,"2,2,2","0,0,0"
006ef4449b1b78e5,0,0028e67dceb703c7,0,1,0,"1,1,1","0,0,0"
006f325ad71643a2,0,4bd8a4bb31f2cc23,0,2,0,"2,2,2","0,0,0"
006f9bbb1500ba1a,0,38344284088cbbdc,0,2,0,"2,2,2","0,0,0"
006fd77d8d1a4983,0,6fb185829cdef88b,0,0,0,"0,0,0","0,0,0"
007000114aafa981,0,a8dcb00bc1b9fba6,0,2,0,"2,2,2","0,0,0"
00712e4c572bc325,0,001f5677d72bdeb9,0,1,0,"1,1,1","0,0,0"
00713c8868c0fd83,0,1e43dfc873ce661d,0,1,0,"1,1,1","0,0,0"
007146300a0199b0,0,58c0ac3feaebae83,0,1,0,"1,1,1","0,0,0"
0071618ea4f5e33d,0,83fd31a8660694a1,0,1,0,"1,1,1","0,0,0"
0071689b11f8a240,0,253c6e9f377e5163,0,1,0,"1,1,1","0,0,0"
0071b1d4f9203caf,0,4c7b66e3851af8a7,0,2,0,"2,1,2","0,0,0"
007235f10fab4786,0,73bdebff1698ac84,0,2,0,"1,2,2","0,0,0"
0072844cd786a9d5,0,8d3d7785ed173f4c,0,2,0,"2,0,2","0,0,0"
0072aa69d0dc256b,0,14adce7288890660,0,2,0,"2,2,2","0,0,0"
007312875161ca61,0,8c5301f27d78d641,0,0,0,"0,0,1","0,0,0"
0073d7895d81e95b,0,b8c7832eda8d35ce,0,1,0,"1,1,1","0,0,0"
0075391cbf4d78b5,0,6e8456ccb718e111,0,1,0,"1,1,1","0,0,0"
00767fb6565581c6,0,0fa41cdbaea56a5f,0,1,0,"1,1,1","0,0,0"
0077a417d33f0ddb,0,23da1c31e1751eed,0,2,0,"2,2,2","0,0,0"
0078338406ed7aa8,0,e84e35211512c9e7,0,1,0,"1,1,1","0,0,0"
0079ba70ed7c855c,0,2684ee6fee794320,0,0,0,"0,1,0","0,0,0"
007a2a20d20b99c4,0,b51013700a04c307,0,2,0,"2,2,2","0,0,0"
007b95e69706a66e,0,d518958cee4f7e1d,0,2,0,"2,2,2","0,0,0"
007d30f0192f913a,0,82cf2f122fb35fa5,0,2,0,"2,2,2","0,0,0"
007d7e5538961412,0,148a5601e2609afa,0,1,0,"1,1,1","0,0,0"
007e642305c77662,0,aa80a74306bba4c1,0,2,0,"2,2,1","0,0,0"
007ec56b6529e036,0,bb42159ef0d2764f,0,1,0,"1,1,1","0,0,0"
00805e9889dcd944,0,5bab1dc1ae1fba2f,0,2,0,"0,2,2","0,0,0"
0080627478453f64,0,9f3ce6662a5da826,0,1,0,"1,1,1","0,0,0"
00809a3696d6b088,0,ef71fcc4b75061e6,0,1,0,"1,1,1","0,0,0"
00818b7a53de067c,0,4922b152ef795b28,0,1,0,"1,1,0","0,0,0"
00821d241dcdde27,0,c3dcc07974b9ea68,0,2,0,"2,2,1","0,0,0"
0084028276e6c913,0,4e97fdc449bd4173,0,1,0,"1,1,0","0,0,0"
008436358af70624,0,ee6d4bb106766ce5,0,1,0,"1,1,1","0,0,0"
0084e7658b27c291,0,6f99fd1e0af6421e,0,2,0,"1,2,2","0,0,0"
008516cf94ef257b,0,82bd85efb5d5910d,0,1,0,"1,1,1","0,0,0"
008594a26426c4f2,0,53fccc4057599bce,0,1,0,"1,1,1","0,0,0"
00860f05f5cc9131,0,9f1830fd6cbc1f55,0,2,0,"2,2,1","0,0,0"
008775469c1c204e,0,0182bc5fadd712f2,0,-1,0,"1,0,2","0,0,0"
0087de425f06cd44,0,80ae0e58e4b9240e,0,1,0,"1,1,1","0,0,0"
00883549029e35b1,0,877739d8a2c2b5f8,0,2,0,"2,1,2","0,0,0"
00894cc95ffd61ad,0,315ba29ed59e9645,0,1,0,"1,1,2","0,0,0"
008a0c001ea6cd48,0,032584725aee1a8f,0,2,0,"2,2,1","0,0,0"
008a58e8eb7aa4ff,0,45047db0125a4657,0,2,0,"2,2,0","0,0,0"
008a96c1ffc85dff,0,6b32c26e5f1fd575,0,1,0,"1,0,1","0,0,0"
008baba5cba24e0c,0,b70d5e2d7c2c8af9,0,1,0,"1,1,1","0,0,0"
008cbce3d46712fa,0,b231bdef23821799,0,2,0,"2,2,2","0,0,0"
008da2d2b149c7c4,0,45fcc31df027bb10,0,1,0,"1,1,1","0,0,0"
008db28a7b179e09,0,d7c07ee9da8a74c5,0,-1,0,"1,2,0","0,0,0"
008e3a8fdca8dd20,0,ba34ec1c42d664ef,0,1,0,"1,1,1","0,0,0"
008eb158a2eea53e,0,cddca7c900f84b42,0,2,0,"2,2,2","0,0,0"
008ede8abd811226,0,1e08ad2c781b90d9,0,1,0,"1,1,1","0,0,0"
008f836cd4303453,0,0d387ae4546df227,0,1,0,"1,1,1","0,0,0"
009015eee31dce6e,0,228db96cf94a688f,0,2,0,"2,2,2","0,0,0"
0090bdd9d012cb8c,0,0e82235a3aaab3bc,0,1,0,"1,1,1","0,0,0"
009127f5ac395563,0,4eff552382aba225,0,-1,0,"1,0,2","0,0,0"
00921ec2cfaa0dae,0,031a2e45818a4e44,0,2,0,"2,2,2","0,0,0"
00923b170985aafa,0,14e7430cf9edbd5a,0,2,0,"2,2,2","0,0,0"
00933f1a1fce3a54,0,caf978206af82ed8,0,2,0,"2,2,2","0,0,0"
0093aa3524b6abd6,0,0fe0b594dcc372af,0,1,0,"1,1,2","0,0,0"
0093be595a78d788,0,5799f58eed88810b,0,2,0,"2,2,2","0,0,0"
0094cd0da622ad49,0,d5047a04b336d256,0,1,0,"1,1,1","0,0,0"
00953a3900fc8aa9,0,5879d1cfa34e3b5c,0,1,0,"1,1,0","0,0,0"
00953d1a685de205,0,5155220489cf4a2a,0,1,0,"1,2,1","0,0,0"
0095e607bd63c035,0,90499d0680e93cf5,0,1,0,"1,1,1","0,0,0"
0095ea4e121d5dd7,0,0b26b328c9a1ccb0,0,2,0,"2,2,2","0,0,0"
00961fb31e1c9bdb,0,17625fce16fed3e4,0,0,0,"0,0,2","0,0,0"
0096f477b89f4ca2,0,0e80d615109457db,0,2,0,"2,2,2","0,0,0"
00993847a7cdee43,0,e1d0d0a038d23da6,0,1,0,"1,1,1","0,0,0"
009a2885cab0857b,0,e80728bed9458c8a,0,2,0,"2,2,2","0,0,0"
009ab65fbcbd7add,0,bc04f0b799f4864e,0,1,0,"1,1,2","0,0,0"
009ae3e889484eff,0,5c7ebf22c2f88312,0,1,0,"1,1,1","0,0,0"
009b6445911cf3c5,0,a0a6c3b8da92252e,0,0,0,"0,0,0","0,0,0"
